make_model,body_type,Body Color,km,Gearing Type,hp,Extras,price
Audi A3,Sedans,Red,109040,Manual,85,Converter,14480
Audi A3,Sedans,Black,113200,Manual,85,Others,14400
Audi A3,Sedans,Black,43721,Manual,85,Others,14470
Audi A3,Sedans,Black,86100,Manual,85,Others,14440
Audi A3,Station wagon,Black,86100,Manual,85,Others,14440
Audi A3,Sedans,Silver,151800,Manual,85,Others,14300
Audi A3,Sedans,Black,82430,Manual,85,Converter,14180
Audi A3,Sedans,Grey,130000,Manual,85,Others,14000
Audi A3,Sedans,Black,98097,Manual,85,Converter,14950
Audi A3,Compact,Blue,127896,Manual,85,Sport,14950
Audi A3,Sedans,Black,65700,Manual,85,Others,14290
Audi A3,Sedans,Black,65900,Manual,85,Others,14250
Audi A3,Sedans,Black,6500,Manual,85,Sport,14250
Audi A3,Sedans,White,95000,Manual,85,Sport,14950
Audi A3,Compact,White,66000,Manual,85,Others,14900
Audi A3,Sedans,Black,152000,Manual,85,Others,14900
Audi A3,Sedans,Red,131290,Manual,85,Sport,14900
Audi A3,Sedans,Red,72692,Manual,85,Sport,14940
Audi A3,Sedans,Black,68450,Manual,85,Converter,14920
Audi A3,Compact,Blue,41400,Manual,85,Sport,14900
Audi A3,Sedans,White,93259,Manual,85,Others,13690
Audi A3,Sedans,Blue,112750,Manual,85,Sport,14890
Audi A3,Sedans,Black,71168,Manual,85,Others,14890
Audi A3,Sedans,Black,54399,Manual,85,Others,14890
Audi A3,Sedans,Black,128429,Manual,85,Others,14890
Audi A3,Sedans,Black,53411,Manual,85,Others,14890
Audi A3,Station wagon,White,73769,Manual,85,Others,13690
Audi A3,Sedans,Black,128429,Manual,85,Others,14890
Audi A3,Compact,Grey,100619,Manual,85,Converter,13650
Audi A3,Station wagon,White,87305,Manual,85,Others,13590
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Sedans,White,154910,Manual,85,Others,13680
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Sedans,White,140000,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Station wagon,Grey,103000,Manual,85,Others,12900
Audi A3,Sedans,Black,138653,Manual,85,Others,12900
Audi A3,Sedans,Blue,124800,Manual,85,Sport,12900
Audi A3,Station wagon,White,146900,Manual,85,Others,12890
Audi A3,Sedans,Black,123561,Manual,85,Others,12880
Audi A3,Sedans,Blue,110000,Manual,85,Others,12500
Audi A3,Sedans,Black,155081,Manual,85,Others,12480
Audi A3,Sedans,Grey,143000,Manual,85,Sport,11999
Audi A3,Station wagon,Silver,109000,Manual,85,Others,11790
Audi A3,Station wagon,Silver,104000,Manual,85,Others,11790
Audi A3,Station wagon,Black,153000,Manual,85,Others,11990
Audi A3,Sedans,Silver,67000,Manual,85,Others,11990
Audi A3,Sedans,Grey,156000,Manual,85,Others,11990
Audi A3,Sedans,Black,122189,Manual,85,Others,10950
Audi A3,Station wagon,Orange,5558,Manual,85,Others,5555
Audi A3,Sedans,Black,64500,Automatic,85,Converter,18790
Audi A3,Sedans,Grey,76500,Automatic,85,Others,18790
Audi A3,Sedans,White,31432,Manual,85,Others,10550
Audi A3,Sedans,Black,29110,Automatic,85,Others,18790
Audi A3,Sedans,Silver,48000,Automatic,85,Others,18790
Audi A3,Sedans,Grey,48835,Automatic,85,Others,18780
Audi A3,Station wagon,Black,91100,Automatic,85,Sport,18780
Audi A3,Sedans,Brown,26100,Automatic,85,Sport,18750
Audi A3,Station wagon,White,57962,Automatic,85,Others,18750
Audi A3,Sedans,White,58962,Automatic,85,Others,18750
Audi A3,Sedans,White,29800,Automatic,85,Others,18750
Audi A3,Sedans,Black,135936,Automatic,85,Others,18750
Audi A3,Sedans,Black,102234,Automatic,85,Converter,18720
Audi A3,Sedans,Black,31000,Automatic,85,Sport,18700
Audi A3,Sedans,Black,40700,Automatic,85,Sport,18700
Audi A3,Sedans,Grey,79000,Automatic,85,Others,18700
Audi A3,Sedans,Black,40700,Automatic,85,Sport,18700
Audi A3,Sedans,Grey,41350,Automatic,85,Converter,18640
Audi A3,Sedans,Black,80000,Automatic,85,Sport,18500
Audi A3,Sedans,Blue,71028,Manual,85,Others,13480
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Station wagon,Black,69400,Manual,85,Others,13479
Audi A3,Compact,Black,104355,Manual,85,Converter,13450
Audi A3,Compact,Black,88191,Manual,85,Others,13444
Audi A3,Compact,Red,82100,Manual,85,Others,13400
Audi A3,Sedans,White,152818,Manual,85,Others,13399
Audi A3,Sedans,Grey,136819,Manual,85,Sport,13280
Audi A3,Station wagon,Black,79988,Manual,85,Others,13250
Audi A3,Sedans,Black,69800,Manual,85,Sport,13000
Audi A3,Sedans,Black,92233,Manual,85,Others,12980
Audi A3,Sedans,Brown,70000,Manual,85,Sport,13250
Audi A3,Station wagon,Blue,116000,Manual,85,Sport,13100
Audi A3,Compact,Brown,72265,Manual,85,Others,13100
Audi A3,Sedans,Black,136552,Manual,85,Others,12990
Audi A3,Sedans,Black,92146,Manual,85,Others,12960
Audi A3,Sedans,Red,149999,Manual,85,Sport,12950
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Sedans,Red,144000,Manual,85,Sport,12950
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Blue,100832,Manual,85,Others,13500
Audi A3,Compact,Red,110396,Manual,85,Others,13500
Audi A3,Compact,Black,109571,Manual,85,Others,13500
Audi A3,Sedans,Grey,96100,Manual,85,Sport,12949
Audi A3,Sedans,Black,78190,Manual,85,Others,15980
Audi A3,Sedans,Black,70766,Manual,85,Others,15840
Audi A3,Sedans,Black,157000,Manual,85,Sport,15950
Audi A3,Station wagon,Black,69800,Manual,85,Sport,15990
Audi A3,Sedans,Blue,71200,Manual,85,Converter,15980
Audi A3,Sedans,Silver,61925,Manual,85,Others,15980
Audi A3,Sedans,Red,81103,Manual,85,Sport,15830
Audi A3,Sedans,Silver,77452,Manual,85,Others,15990
Audi A3,Sedans,Black,70700,Manual,85,Sport,15680
Audi A3,Sedans,Black,70028,Manual,85,Others,15820
Audi A3,Sedans,Blue,49000,Semi-automatic,85,Sport,22500
Audi A3,Sedans,Black,50500,Semi-automatic,85,Others,19000
Audi A3,Sedans,White,133990,Semi-automatic,85,Others,17600
Audi A3,Sedans,Grey,73000,Semi-automatic,85,Others,20000
Audi A3,Convertible,White,37000,Semi-automatic,85,Others,20000
Audi A3,Sedans,Grey,57000,Semi-automatic,85,Others,20000
Audi A3,Sedans,Grey,73000,Semi-automatic,85,Converter,24900
Audi A3,Sedans,Silver,20000,Semi-automatic,85,Sport,23500
Audi A3,Sedans,Grey,13082,Semi-automatic,85,Others,24900
Audi A3,Sedans,Black,20933,Semi-automatic,85,Sport,24900
Audi A3,Compact,Grey,46298,Semi-automatic,85,Sport,24860
Audi A3,Sedans,Black,10800,Semi-automatic,85,Converter,24700
Audi A3,Sedans,Black,23484,Semi-automatic,85,Others,24500
Audi A3,Sedans,Grey,29000,Semi-automatic,85,Sport,24500
Audi A3,Sedans,Black,20000,Semi-automatic,85,Converter,24500
Audi A3,Sedans,White,58444,Semi-automatic,85,Converter,28300
Audi A3,Sedans,Black,16000,Semi-automatic,85,Sport,28300
Audi A3,Sedans,Blue,15,Semi-automatic,85,Others,27900
Audi A3,Sedans,Grey,41,Semi-automatic,85,Others,28000
Audi A3,Sedans,White,42000,Semi-automatic,85,Others,27900
Audi A3,Sedans,Black,70000,Semi-automatic,85,Sport,26900
Audi A3,Sedans,Grey,18800,Semi-automatic,85,Sport,28000
Audi A3,Sedans,Grey,38000,Semi-automatic,85,Others,27500
Audi A3,Sedans,Grey,19000,Semi-automatic,85,Others,27000
Audi A3,Sedans,White,11200,Semi-automatic,85,Others,27500
Audi A3,Sedans,Grey,61000,Semi-automatic,85,Others,27500
Audi A3,Sedans,White,30000,Semi-automatic,85,Sport,27000
Audi A3,Sedans,Blue,13000,Semi-automatic,85,Others,27000
Audi A3,Sedans,Grey,47000,Semi-automatic,85,Sport,27000
Audi A3,Sedans,Grey,1,Semi-automatic,85,Others,26990
Audi A3,Sedans,Grey,20,Semi-automatic,85,Others,26900
Audi A3,Sedans,Grey,60000,Semi-automatic,85,Converter,26900
Audi A3,Sedans,Grey,16412,Semi-automatic,85,Others,26500
Audi A3,Sedans,Red,90000,Semi-automatic,85,Sport,26500
Audi A3,Sedans,Black,0,Semi-automatic,85,Others,26890
Audi A3,Sedans,Black,14500,Semi-automatic,85,Converter,26200
Audi A3,Sedans,Silver,7000,Semi-automatic,85,Converter,26100
Audi A3,Sedans,Grey,59700,Semi-automatic,85,Others,26000
Audi A3,Sedans,White,90000,Semi-automatic,85,Others,26000
Audi A3,Sedans,White,16000,Semi-automatic,85,Sport,25890
Audi A3,Sedans,Black,55000,Semi-automatic,85,Others,26000
Audi A3,Sedans,Grey,51000,Semi-automatic,85,Sport,26000
Audi A3,Sedans,Grey,7790,Semi-automatic,85,Others,25500
Audi A3,Sedans,White,51000,Semi-automatic,85,Others,25500
Audi A3,Sedans,Silver,17000,Semi-automatic,85,Sport,25400
Audi A3,Sedans,White,78000,Semi-automatic,85,Sport,25000
Audi A3,Sedans,White,2800,Semi-automatic,85,Others,25000
Audi A3,Sedans,White,50000,Semi-automatic,85,Others,25000
Audi A3,Sedans,Silver,47000,Semi-automatic,85,Others,25000
Audi A3,Sedans,White,32000,Semi-automatic,85,Sport,24950
Audi A3,Compact,Blue,57000,Semi-automatic,85,Sport,24950
Audi A3,Sedans,White,22500,Semi-automatic,85,Sport,24000
Audi A3,Sedans,Black,8250,Semi-automatic,85,Others,23900
Audi A3,Sedans,Black,44400,Semi-automatic,85,Others,23900
Audi A3,Sedans,Blue,36893,Semi-automatic,85,Others,24500
Audi A3,Sedans,Black,30000,Semi-automatic,85,Sport,24000
Audi A3,Sedans,White,47000,Semi-automatic,85,Others,24000
Audi A3,Sedans,Blue,28000,Semi-automatic,85,Others,23900
Audi A3,Sedans,Black,25000,Semi-automatic,85,Others,23900
Audi A3,Sedans,Black,65700,Semi-automatic,85,Others,22500
Audi A3,Sedans,Grey,133000,Semi-automatic,85,Converter,23900
Audi A3,Sedans,Black,10000,Semi-automatic,85,Converter,23700
Audi A3,Sedans,White,10,Semi-automatic,85,Others,22500
Audi A3,Sedans,Black,44000,Semi-automatic,85,Others,23500
Audi A3,Sedans,Black,19000,Semi-automatic,85,Sport,22500
Audi A3,Sedans,Grey,46000,Semi-automatic,85,Others,22500
Audi A3,Sedans,Black,36000,Semi-automatic,85,Others,22500
Audi A3,Sedans,White,89000,Semi-automatic,85,Others,22500
Audi A3,Sedans,Grey,16800,Semi-automatic,85,Others,22300
Audi A3,Sedans,Grey,15000,Semi-automatic,85,Sport,22400
Audi A3,Sedans,White,29000,Semi-automatic,85,Others,22000
Audi A3,Sedans,White,51500,Semi-automatic,85,Sport,22100
Audi A3,Sedans,Silver,28000,Semi-automatic,85,Converter,22400
Audi A3,Sedans,White,92000,Semi-automatic,85,Others,22000
Audi A3,Sedans,Black,58000,Semi-automatic,85,Others,22000
Audi A3,Sedans,White,60000,Semi-automatic,85,Sport,22000
Audi A3,Sedans,White,10000,Semi-automatic,85,Converter,22000
Audi A3,Sedans,White,63000,Semi-automatic,85,Others,22000
Audi A3,Sedans,Grey,78500,Semi-automatic,85,Others,23500
Audi A3,Sedans,White,96000,Semi-automatic,85,Others,22000
Audi A3,Sedans,Black,60000,Semi-automatic,85,Others,22000
Audi A3,Sedans,Black,78000,Semi-automatic,85,Sport,22000
Audi A3,Sedans,Silver,19000,Semi-automatic,85,Sport,23490
Audi A3,Sedans,Black,30000,Semi-automatic,85,Others,23500
Audi A3,Sedans,White,59000,Semi-automatic,85,Sport,23400
Audi A3,Sedans,Black,20000,Semi-automatic,85,Others,23200
Audi A3,Sedans,White,44000,Semi-automatic,85,Converter,23000
Audi A3,Sedans,Grey,15000,Semi-automatic,85,Others,23000
Audi A3,Sedans,Blue,55000,Semi-automatic,85,Others,23000
Audi A3,Sedans,Black,98000,Semi-automatic,85,Others,23000
Audi A3,Sedans,Black,98000,Semi-automatic,85,Others,23000
Audi A3,Sedans,White,55000,Semi-automatic,85,Sport,22950
Audi A3,Sedans,Black,4300,Semi-automatic,85,Converter,22900
Audi A3,Sedans,Grey,15000,Semi-automatic,85,Sport,22900
Audi A3,Sedans,White,15000,Semi-automatic,85,Others,22900
Audi A3,Sedans,White,17588,Semi-automatic,85,Sport,22900
Audi A3,Sedans,White,13762,Semi-automatic,85,Converter,22900
Audi A3,Sedans,Grey,27000,Semi-automatic,85,Others,22900
Audi A3,Sedans,Black,61200,Semi-automatic,85,Others,22800
Audi A3,Sedans,Black,90000,Semi-automatic,85,Others,20000
Audi A3,Sedans,Grey,81000,Semi-automatic,85,Sport,20000
Audi A3,Sedans,White,40000,Semi-automatic,85,Others,20000
Audi A3,Sedans,Yellow,27000,Semi-automatic,85,Others,20000
Audi A3,Sedans,White,27100,Semi-automatic,85,Sport,19980
Audi A3,Sedans,Black,96000,Semi-automatic,85,Others,20000
Audi A3,Sedans,Silver,54500,Semi-automatic,85,Others,20000
Audi A3,Sedans,Silver,112000,Semi-automatic,85,Others,19500
Audi A3,Sedans,Black,60888,Semi-automatic,85,Others,19800
Audi A3,Sedans,Black,44000,Semi-automatic,85,Others,19500
Audi A3,Sedans,Grey,82000,Semi-automatic,85,Others,19900
Audi A3,Sedans,Blue,51000,Semi-automatic,85,Others,19500
Audi A3,Sedans,Black,59400,Semi-automatic,85,Others,19300
Audi A3,Sedans,Black,23862,Semi-automatic,85,Converter,19370
Audi A3,Sedans,Grey,57000,Semi-automatic,85,Sport,19200
Audi A3,Sedans,Grey,69000,Semi-automatic,85,Others,19000
Audi A3,Sedans,Grey,40000,Semi-automatic,85,Sport,19000
Audi A3,Sedans,Grey,98857,Semi-automatic,85,Others,21950
Audi A3,Sedans,Grey,73000,Semi-automatic,85,Converter,21500
Audi A3,Sedans,White,25600,Semi-automatic,85,Sport,21500
Audi A3,Sedans,Black,67000,Semi-automatic,85,Sport,21500
Audi A3,Sedans,White,127000,Semi-automatic,85,Sport,21500
Audi A3,Sedans,White,48000,Semi-automatic,85,Others,21500
Audi A3,Sedans,White,55000,Semi-automatic,85,Others,21500
Audi A3,Sedans,White,20,Semi-automatic,85,Others,21500
Audi A3,Sedans,Red,41603,Semi-automatic,85,Others,21499
Audi A3,Sedans,White,63000,Semi-automatic,85,Others,21400
Audi A3,Sedans,Silver,94000,Semi-automatic,85,Others,21000
Audi A3,Sedans,Black,85000,Semi-automatic,85,Sport,20999
Audi A3,Sedans,Blue,50900,Semi-automatic,85,Sport,20900
Audi A3,Sedans,White,39000,Semi-automatic,85,Others,20900
Audi A3,Sedans,White,54000,Semi-automatic,85,Others,20500
Audi A3,Sedans,Grey,31000,Semi-automatic,85,Others,20400
Audi A3,Sedans,Grey,73000,Semi-automatic,85,Others,20500
Audi A3,Sedans,White,45000,Semi-automatic,85,Others,20009
Audi A3,Sedans,Blue,45000,Semi-automatic,85,Others,19000
Audi A3,Sedans,Silver,58000,Semi-automatic,85,Others,19000
Audi A3,Sedans,Blue,119900,Semi-automatic,85,Others,18900
Audi A3,Sedans,Black,62900,Semi-automatic,85,Converter,20200
Audi A3,Sedans,White,85480,Semi-automatic,85,Others,18900
Audi A3,Sedans,Grey,100000,Semi-automatic,85,Sport,18500
Audi A3,Sedans,Grey,149000,Semi-automatic,85,Sport,18490
Audi A3,Sedans,Black,54000,Semi-automatic,85,Others,18500
Audi A3,Sedans,White,62000,Semi-automatic,85,Sport,18500
Audi A3,Sedans,Silver,61200,Semi-automatic,85,Others,18500
Audi A3,Sedans,Black,49045,Semi-automatic,85,Others,18500
Audi A3,Sedans,White,70000,Semi-automatic,85,Others,18500
Audi A3,Sedans,Black,50000,Semi-automatic,85,Others,18300
Audi A3,Sedans,Black,54000,Semi-automatic,85,Others,18200
Audi A3,Sedans,Grey,49000,Semi-automatic,85,Sport,18000
Audi A3,Sedans,Grey,60000,Semi-automatic,85,Sport,18000
Audi A3,Sedans,White,114230,Semi-automatic,85,Others,17800
Audi A3,Sedans,White,75000,Semi-automatic,85,Others,18000
Audi A3,Sedans,White,121000,Semi-automatic,85,Others,17899
Audi A3,Sedans,Black,39000,Semi-automatic,85,Converter,17890
Audi A3,Sedans,White,122000,Semi-automatic,85,Sport,17590
Audi A3,Sedans,Black,55000,Semi-automatic,85,Others,17500
Audi A3,Sedans,Grey,80000,Semi-automatic,85,Others,17500
Audi A3,Sedans,Black,62000,Semi-automatic,85,Others,17490
Audi A3,Sedans,Grey,59000,Semi-automatic,85,Others,17000
Audi A3,Sedans,White,83500,Semi-automatic,85,Others,16800
Audi A3,Sedans,White,98500,Semi-automatic,85,Sport,16800
Audi A3,Sedans,Silver,95000,Semi-automatic,85,Others,16700
Audi A3,Sedans,Grey,125000,Semi-automatic,85,Sport,16500
Audi A3,Sedans,White,56000,Semi-automatic,85,Others,16500
Audi A3,Sedans,Black,84000,Semi-automatic,85,Others,16350
Audi A3,Sedans,White,96000,Semi-automatic,85,Others,16200
Audi A3,Sedans,Blue,98000,Semi-automatic,85,Others,16000
Audi A3,Sedans,Grey,145000,Semi-automatic,85,Converter,15900
Audi A3,Sedans,Black,149000,Semi-automatic,85,Others,15890
Audi A3,Sedans,Grey,141000,Semi-automatic,85,Others,15500
Audi A3,Sedans,Black,150000,Semi-automatic,85,Others,15500
Audi A3,Sedans,White,157000,Semi-automatic,85,Sport,15450
Audi A3,Sedans,Black,150000,Semi-automatic,85,Others,14800
Audi A3,Sedans,Black,152000,Semi-automatic,85,Others,14000
Audi A3,Station wagon,White,87000,Manual,85,Others,15790
Audi A3,Sedans,White,96400,Manual,85,Others,15790
Audi A3,Sedans,Black,70000,Manual,85,Converter,15799
Audi A3,Sedans,Blue,53500,Manual,85,Others,15780
Audi A3,Sedans,Black,80617,Manual,85,Others,15780
Audi A3,Sedans,Black,84386,Manual,85,Others,15750
Audi A3,Sedans,White,87330,Manual,85,Sport,15750
Audi A3,Sedans,White,101000,Manual,85,Others,15700
Audi A3,Station wagon,Black,142036,Manual,85,Sport,15750
Audi A3,Sedans,Silver,89991,Manual,85,Others,15700
Audi A3,Sedans,Brown,83000,Manual,85,Others,15700
Audi A3,Station wagon,Grey,61100,Manual,85,Sport,15700
Audi A3,Sedans,Silver,57809,Manual,85,Others,15700
Audi A3,Sedans,Grey,89138,Manual,85,Others,15700
Audi A3,Sedans,White,108000,Manual,85,Sport,15699
Audi A3,Sedans,Grey,116593,Manual,85,Sport,15680
Audi A3,Sedans,Grey,92816,Manual,85,Others,15930
Audi A3,Sedans,Silver,111900,Manual,85,Others,15930
Audi A3,Sedans,Black,81295,Manual,85,Sport,15930
Audi A3,Sedans,White,50000,Manual,85,Others,15990
Audi A3,Station wagon,Grey,89812,Manual,85,Converter,15990
Audi A3,Sedans,Grey,42152,Manual,85,Others,15990
Audi A3,Station wagon,Silver,111900,Manual,85,Others,15930
Audi A3,Sedans,Black,98000,Manual,85,Others,15900
Audi A3,Sedans,Silver,142800,Manual,85,Converter,15900
Audi A3,Sedans,Black,100000,Manual,85,Others,15900
Audi A3,Sedans,Blue,97000,Manual,85,Others,15900
Audi A3,Station wagon,Blue,32472,Manual,85,Others,15900
Audi A3,Sedans,Grey,55927,Manual,85,Others,15900
Audi A3,Sedans,Grey,79575,Manual,85,Converter,15900
Audi A3,Sedans,Grey,108500,Manual,85,Sport,15900
Audi A3,Sedans,Black,42000,Manual,85,Converter,15900
Audi A3,Sedans,Black,47000,Manual,85,Sport,15900
Audi A3,Sedans,Black,129800,Manual,85,Sport,15900
Audi A3,Sedans,White,61446,Manual,85,Sport,15900
Audi A3,Sedans,Silver,50000,Manual,85,Others,15900
Audi A3,Compact,Black,118982,Manual,85,Sport,15900
Audi A3,Sedans,Black,53000,Manual,85,Sport,15990
Audi A3,Sedans,Black,59843,Manual,85,Others,15990
Audi A3,Sedans,White,55000,Manual,85,Others,16000
Audi A3,Sedans,Black,61000,Manual,85,Others,16000
Audi A3,Sedans,White,5410,Manual,85,Converter,16000
Audi A3,Compact,White,108000,Manual,85,Others,15900
Audi A3,Sedans,White,89000,Manual,85,Converter,16000
Audi A3,Sedans,Black,65000,Manual,85,Others,16000
Audi A3,Sedans,Silver,76662,Manual,85,Sport,15999
Audi A3,Sedans,White,61418,Manual,85,Others,16000
Audi A3,Sedans,Grey,94000,Manual,85,Sport,16000
Audi A3,Sedans,White,40354,Manual,85,Others,15999
Audi A3,Sedans,Grey,101000,Manual,85,Converter,15999
Audi A3,Sedans,Silver,79307,Manual,85,Others,15999
Audi A3,Sedans,Black,31000,Manual,85,Converter,15999
Audi A3,Sedans,Grey,90069,Manual,85,Others,15995
Audi A3,Sedans,White,105259,Manual,85,Others,15999
Audi A3,Station wagon,White,47786,Manual,85,Others,15990
Audi A3,Sedans,Black,110712,Manual,85,Others,15980
Audi A3,Sedans,Black,146839,Manual,85,Others,15980
Audi A3,Sedans,Black,53994,Manual,85,Others,15890
Audi A3,Sedans,Silver,50800,Manual,85,Others,15890
Audi A3,Sedans,Black,64500,Manual,85,Sport,15899
Audi A3,Sedans,White,122300,Manual,85,Sport,15890
Audi A3,Sedans,Black,53411,Manual,85,Others,15890
Audi A3,Sedans,Grey,87000,Manual,85,Sport,15890
Audi A3,Sedans,Black,46928,Manual,85,Others,15890
Audi A3,Sedans,White,32185,Manual,85,Converter,15890
Audi A3,Sedans,White,54200,Manual,85,Sport,15880
Audi A3,Sedans,Black,26280,Manual,85,Others,15880
Audi A3,Sedans,Black,124511,Manual,85,Sport,15870
Audi A3,Station wagon,White,43424,Manual,85,Others,15850
Audi A3,Sedans,Black,31992,Manual,85,Converter,15850
Audi A3,Sedans,Grey,127892,Manual,85,Others,15850
Audi A3,Sedans,Black,39722,Manual,85,Converter,15850
Audi A3,Sedans,Black,77320,Manual,85,Converter,15850
Audi A3,Sedans,Black,116000,Manual,85,Others,15990
Audi A3,Sedans,White,71760,Manual,85,Others,15990
Audi A3,Sedans,Grey,105227,Manual,85,Sport,15980
Audi A3,Station wagon,Grey,97586,Manual,85,Sport,15850
Audi A3,Sedans,Black,79300,Manual,85,Others,15975
Audi A3,Station wagon,White,33051,Manual,85,Others,15970
Audi A3,Compact,Black,112000,Manual,85,Others,15950
Audi A3,Compact,Black,112000,Manual,85,Others,15950
Audi A3,Station wagon,Grey,20000,Manual,85,Others,15950
Audi A3,Sedans,Silver,68100,Manual,85,Sport,15950
Audi A3,Compact,Black,78968,Manual,85,Others,15950
Audi A3,Sedans,Black,117000,Manual,85,Others,15950
Audi A3,Sedans,Black,112000,Manual,85,Others,15950
Audi A3,Compact,Black,112000,Manual,85,Others,15950
Audi A3,Sedans,White,116557,Manual,85,Sport,15950
Audi A3,Sedans,Grey,94427,Manual,85,Others,15950
Audi A3,Sedans,White,89234,Manual,85,Sport,15950
Audi A3,Sedans,Blue,35000,Semi-automatic,85,Sport,34000
Audi A3,Sedans,Grey,9000,Semi-automatic,85,Converter,32000
Audi A3,Sedans,White,41500,Semi-automatic,85,Sport,28390
Audi A3,Compact,Grey,7,Semi-automatic,85,Sport,39575
Audi A3,Convertible,Blue,8364,Semi-automatic,85,Sport,56100
Audi A3,Compact,Grey,750,Semi-automatic,85,Sport,41495
Audi A3,Compact,Silver,7,Semi-automatic,85,Sport,38495
Audi A3,Compact,Grey,7,Semi-automatic,85,Sport,38725
Audi A3,Sedans,Blue,38000,Semi-automatic,85,Sport,38000
Audi A3,Compact,Grey,7,Semi-automatic,85,Sport,36840
Audi A3,Sedans,Grey,32800,Semi-automatic,85,Sport,35500
Audi A3,Compact,Black,7,Semi-automatic,85,Sport,37998
Audi A3,Compact,Silver,7,Semi-automatic,85,Sport,35495
Audi A3,Compact,Grey,7,Semi-automatic,85,Sport,35495
Audi A3,Sedans,Black,45000,Semi-automatic,85,Others,35000
Audi A3,Sedans,White,23900,Semi-automatic,85,Sport,35000
Audi A3,Sedans,Black,35000,Semi-automatic,85,Others,35000
Audi A3,Sedans,White,0,Semi-automatic,85,Others,34738
Audi A3,Sedans,Silver,29000,Semi-automatic,85,Others,34000
Audi A3,Sedans,Black,25000,Semi-automatic,85,Sport,34500
Audi A3,Sedans,Blue,59,Semi-automatic,85,Others,30000
Audi A3,Sedans,White,18000,Semi-automatic,85,Sport,30000
Audi A3,Sedans,Black,40000,Semi-automatic,85,Others,30000
Audi A3,Sedans,White,1,Semi-automatic,85,Others,30000
Audi A3,Sedans,Black,34000,Semi-automatic,85,Sport,29980
Audi A3,Sedans,Blue,1,Semi-automatic,85,Others,29990
Audi A3,Compact,Blue,4895,Semi-automatic,85,Sport,29950
Audi A3,Sedans,White,65,Semi-automatic,85,Others,29900
Audi A3,Sedans,White,70000,Semi-automatic,85,Converter,29900
Audi A3,Convertible,White,26000,Semi-automatic,85,Sport,29500
Audi A3,Sedans,Black,95000,Semi-automatic,85,Sport,29500
Audi A3,Sedans,Grey,1,Semi-automatic,85,Sport,28990
Audi A3,Sedans,Grey,5000,Semi-automatic,85,Sport,28900
Audi A3,Sedans,Grey,14000,Semi-automatic,85,Others,28900
Audi A3,Sedans,Grey,61000,Semi-automatic,85,Sport,28500
Audi A3,Sedans,Silver,1,Semi-automatic,85,Others,28490
Audi A3,Sedans,Blue,35000,Semi-automatic,85,Sport,34000
Audi A3,Sedans,Blue,20,Semi-automatic,85,Sport,33000
Audi A3,Sedans,Black,60,Semi-automatic,85,Sport,33800
Audi A3,Sedans,Grey,22500,Semi-automatic,85,Others,32900
Audi A3,Sedans,Silver,20200,Semi-automatic,85,Others,32500
Audi A3,Sedans,Grey,25000,Semi-automatic,85,Converter,33250
Audi A3,Sedans,White,50,Semi-automatic,85,Sport,32200
Audi A3,Compact,Grey,18300,Semi-automatic,85,Sport,31950
Audi A3,Sedans,Black,10,Semi-automatic,85,Sport,31900
Audi A3,Sedans,Black,1,Semi-automatic,85,Others,31900
Audi A3,Convertible,White,468,Semi-automatic,85,Sport,30900
Audi A3,Sedans,Grey,11000,Semi-automatic,85,Sport,30900
Audi A3,Sedans,Black,13861,Semi-automatic,85,Others,30900
Audi A3,Sedans,Grey,31290,Automatic,85,Others,19890
Audi A3,Station wagon,Blue,32900,Automatic,85,Others,19890
Audi A3,Sedans,White,42602,Automatic,85,Others,18900
Audi A3,Sedans,Black,39800,Automatic,85,Others,19890
Audi A3,Sedans,Silver,97580,Automatic,85,Others,18800
Audi A3,Sedans,Black,40100,Automatic,85,Others,18800
Audi A3,Sedans,Black,40100,Automatic,85,Others,19900
